id,device_id,manufacturer,event_type,event_ts,longitude,latitude,iot_signal_1,iot_signal_2,iot_signal_3,iot_signal_4
5479,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 23:19:00,-93.9,41.51341,4.0,1016.0,55.0,104.0
5480,0x1000000000005,New World Corp,tank below 5%,2023-12-01 23:20:00,-93.9,41.51341,10.0,1006.0,52.0,101.0
5481,0x1000000000007,Hot Data Ltd,tank below 5%,2023-12-01 23:21:00,-93.9,41.51341,3.0,1001.0,55.0,107.0
5482,0x1000000000002,New World Corp,device error,2023-12-01 23:22:00,-93.9,41.51341,6.0,1008.0,52.0,101.0
5483,0x1000000000003,AIAI Inc.,system malfunction,2023-12-01 23:23:00,-93.9,41.51341,5.0,1005.0,50.0,107.0
5484,0x1000000000003,AIAI Inc.,tank below 5%,2023-12-01 23:24:00,-93.9,41.51341,7.0,1002.0,53.0,102.0
5485,0x1000000000005,New World Corp,device error,2023-12-01 23:25:00,-93.9,41.51341,10.0,1003.0,54.0,103.0
5486,0x1000000000004,Hot Data Ltd,tank below 10%,2023-12-01 23:26:00,-93.9,41.51341,8.0,1016.0,52.0,105.0
5487,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 23:27:00,-93.9,41.51341,8.0,1000.0,53.0,100.0
5488,0x1000000000005,New World Corp,tank below 5%,2023-12-01 23:28:00,-93.9,41.51341,6.0,1017.0,51.0,106.0
5489,0x1000000000002,New World Corp,system malfunction,2023-12-01 23:29:00,-93.9,41.51341,2.0,1014.0,51.0,107.0
5490,0x1000000000000,AIAI Inc.,tank below 10%,2023-12-01 23:30:00,-93.9,41.51341,1.0,1014.0,52.0,106.0
5491,0x1000000000006,AIAI Inc.,device error,2023-12-01 23:31:00,-93.9,41.51341,6.0,1010.0,55.0,103.0
5492,0x1000000000007,Hot Data Ltd,device error,2023-12-01 23:32:00,-93.9,41.51341,7.0,1011.0,52.0,101.0
5493,0x1000000000002,New World Corp,tank below 5%,2023-12-01 23:33:00,-93.9,41.51341,8.0,1003.0,53.0,104.0
5494,0x1000000000005,New World Corp,tank below 5%,2023-12-01 23:34:00,-93.9,41.51341,8.0,1011.0,55.0,102.0
5495,0x1000000000001,Hot Data Ltd,system malfunction,2023-12-01 23:35:00,-93.9,41.51341,5.0,1005.0,51.0,102.0
5496,0x1000000000002,New World Corp,device error,2023-12-01 23:36:00,-93.9,41.51341,3.0,1004.0,53.0,102.0
5497,0x1000000000007,Hot Data Ltd,tank below 10%,2023-12-01 23:37:00,-93.9,41.51341,5.0,1000.0,54.0,101.0
5498,0x1000000000008,New World Corp,device error,2023-12-01 23:38:00,-93.9,41.51341,10.0,1012.0,51.0,103.0
5499,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 23:39:00,-93.9,41.51341,5.0,1005.0,53.0,102.0
5500,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 23:40:00,-93.9,41.51341,6.0,1016.0,55.0,102.0
5501,0x1000000000006,AIAI Inc.,device error,2023-12-01 23:41:00,-93.9,41.51341,6.0,1007.0,52.0,100.0
5502,0x1000000000005,New World Corp,tank below 10%,2023-12-01 23:42:00,-93.9,41.51341,2.0,1014.0,53.0,100.0
5503,0x1000000000005,New World Corp,device error,2023-12-01 23:43:00,-93.9,41.51341,7.0,1003.0,51.0,102.0
5504,0x1000000000005,New World Corp,tank below 5%,2023-12-01 23:44:00,-93.9,41.51341,2.0,1013.0,55.0,105.0
5505,0x1000000000009,AIAI Inc.,tank below 10%,2023-12-01 23:45:00,-93.9,41.51341,2.0,1012.0,52.0,103.0
5506,0x1000000000003,AIAI Inc.,tank below 10%,2023-12-01 23:46:00,-93.9,41.51341,4.0,1017.0,55.0,105.0
5507,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 23:47:00,-93.9,41.51341,4.0,1012.0,53.0,100.0
5508,0x1000000000006,AIAI Inc.,device error,2023-12-01 23:48:00,-93.9,41.51341,7.0,1006.0,54.0,106.0
5509,0x1000000000006,AIAI Inc.,tank below 5%,2023-12-01 23:49:00,-93.9,41.51341,7.0,1004.0,54.0,100.0
5510,0x1000000000006,AIAI Inc.,tank below 5%,2023-12-01 23:50:00,-93.9,41.51341,3.0,1000.0,54.0,105.0
5511,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 23:51:00,-93.9,41.51341,2.0,1000.0,50.0,103.0
5512,0x1000000000006,AIAI Inc.,device error,2023-12-01 23:52:00,-93.9,41.51341,6.0,1019.0,53.0,107.0
5513,0x1000000000001,Hot Data Ltd,device error,2023-12-01 23:53:00,-93.9,41.51341,7.0,1006.0,54.0,103.0
5514,0x1000000000006,AIAI Inc.,device error,2023-12-01 23:54:00,-93.9,41.51341,6.0,1008.0,53.0,103.0
5515,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 23:55:00,-93.9,41.51341,3.0,1000.0,50.0,105.0
5516,0x1000000000002,New World Corp,device error,2023-12-01 23:56:00,-93.9,41.51341,6.0,1016.0,50.0,107.0
5517,0x1000000000001,Hot Data Ltd,system malfunction,2023-12-01 23:57:00,-93.9,41.51341,6.0,1019.0,54.0,102.0
5518,0x1000000000004,Hot Data Ltd,system malfunction,2023-12-01 23:58:00,-93.9,41.51341,5.0,1010.0,54.0,103.0
5519,0x1000000000000,AIAI Inc.,system malfunction,2023-12-01 23:59:00,-93.9,41.51341,3.0,1015.0,53.0,106.0
5520,0x1000000000005,New World Corp,tank below 10%,2023-12-01 01:00:00,-93.9,41.51341,7.0,1003.0,54.0,103.0
5521,0x1000000000005,New World Corp,device error,2023-12-01 01:01:00,-93.9,41.51341,8.0,1012.0,52.0,106.0
5522,0x1000000000005,New World Corp,tank below 10%,2023-12-01 01:02:00,-93.9,41.51341,1.0,1019.0,54.0,104.0
5523,0x1000000000006,AIAI Inc.,tank below 5%,2023-12-01 01:03:00,-93.9,41.51341,6.0,1015.0,50.0,107.0
5524,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 01:04:00,-93.9,41.51341,4.0,1005.0,53.0,106.0
5525,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 01:05:00,-93.9,41.51341,5.0,1010.0,54.0,101.0
5526,0x1000000000007,Hot Data Ltd,tank below 10%,2023-12-01 01:06:00,-93.9,41.51341,5.0,1016.0,51.0,100.0
5527,0x1000000000001,Hot Data Ltd,system malfunction,2023-12-01 01:07:00,-93.9,41.51341,3.0,1001.0,53.0,101.0
5528,0x1000000000001,Hot Data Ltd,device error,2023-12-01 01:08:00,-93.9,41.51341,2.0,1011.0,54.0,104.0
5529,0x1000000000007,Hot Data Ltd,system malfunction,2023-12-01 01:09:00,-93.9,41.51341,4.0,1018.0,52.0,101.0
5530,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 01:10:00,-93.9,41.51341,8.0,1008.0,51.0,105.0
5531,0x1000000000001,Hot Data Ltd,device error,2023-12-01 01:11:00,-93.9,41.51341,7.0,1006.0,50.0,105.0
5532,0x1000000000005,New World Corp,system malfunction,2023-12-01 01:12:00,-93.9,41.51341,3.0,1005.0,51.0,101.0
5533,0x1000000000004,Hot Data Ltd,device error,2023-12-01 01:13:00,-93.9,41.51341,7.0,1002.0,54.0,106.0
5534,0x1000000000009,AIAI Inc.,tank below 10%,2023-12-01 01:14:00,-93.9,41.51341,9.0,1018.0,54.0,101.0
5535,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 01:15:00,-93.9,41.51341,6.0,1007.0,52.0,100.0
5536,0x1000000000003,AIAI Inc.,device error,2023-12-01 01:16:00,-93.9,41.51341,7.0,1014.0,54.0,103.0
5537,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 01:17:00,-93.9,41.51341,3.0,1005.0,55.0,106.0
5538,0x1000000000006,AIAI Inc.,tank below 5%,2023-12-01 01:18:00,-93.9,41.51341,4.0,1013.0,51.0,107.0
5539,0x1000000000003,AIAI Inc.,device error,2023-12-01 01:19:00,-93.9,41.51341,9.0,1003.0,51.0,101.0
5540,0x1000000000005,New World Corp,tank below 5%,2023-12-01 01:20:00,-93.9,41.51341,7.0,1000.0,51.0,106.0
5541,0x1000000000002,New World Corp,tank below 10%,2023-12-01 01:21:00,-93.9,41.51341,8.0,1016.0,52.0,105.0
5542,0x1000000000001,Hot Data Ltd,system malfunction,2023-12-01 01:22:00,-93.9,41.51341,3.0,1005.0,51.0,102.0
5543,0x1000000000007,Hot Data Ltd,device error,2023-12-01 01:23:00,-93.9,41.51341,5.0,1006.0,53.0,102.0
5544,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 01:24:00,-93.9,41.51341,1.0,1004.0,52.0,104.0
5545,0x1000000000005,New World Corp,tank below 10%,2023-12-01 01:25:00,-93.9,41.51341,3.0,1002.0,52.0,101.0
5546,0x1000000000003,AIAI Inc.,tank below 10%,2023-12-01 01:26:00,-93.9,41.51341,6.0,1014.0,54.0,101.0
5547,0x1000000000007,Hot Data Ltd,device error,2023-12-01 01:27:00,-93.9,41.51341,3.0,1002.0,51.0,104.0
5548,0x1000000000004,Hot Data Ltd,device error,2023-12-01 01:28:00,-93.9,41.51341,8.0,1017.0,50.0,104.0
5549,0x1000000000005,New World Corp,tank below 5%,2023-12-01 01:29:00,-93.9,41.51341,7.0,1018.0,51.0,103.0
5550,0x1000000000009,AIAI Inc.,system malfunction,2023-12-01 01:30:00,-93.9,41.51341,6.0,1018.0,54.0,102.0
5551,0x1000000000000,AIAI Inc.,system malfunction,2023-12-01 01:31:00,-93.9,41.51341,5.0,1007.0,50.0,106.0
5552,0x1000000000002,New World Corp,tank below 5%,2023-12-01 01:32:00,-93.9,41.51341,3.0,1014.0,51.0,106.0
5553,0x1000000000008,New World Corp,system malfunction,2023-12-01 01:33:00,-93.9,41.51341,8.0,1012.0,54.0,106.0
5554,0x1000000000001,Hot Data Ltd,device error,2023-12-01 01:34:00,-93.9,41.51341,6.0,1019.0,53.0,106.0
5555,0x1000000000009,AIAI Inc.,system malfunction,2023-12-01 01:35:00,-93.9,41.51341,3.0,1015.0,50.0,107.0
5556,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 01:36:00,-93.9,41.51341,3.0,1001.0,53.0,106.0
5557,0x1000000000008,New World Corp,system malfunction,2023-12-01 01:37:00,-93.9,41.51341,6.0,1009.0,55.0,106.0
5558,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 01:38:00,-93.9,41.51341,8.0,1007.0,55.0,106.0
5559,0x1000000000009,AIAI Inc.,system malfunction,2023-12-01 01:39:00,-93.9,41.51341,3.0,1001.0,53.0,102.0
5560,0x1000000000009,AIAI Inc.,device error,2023-12-01 01:40:00,-93.9,41.51341,5.0,1000.0,55.0,106.0
5561,0x1000000000008,New World Corp,device error,2023-12-01 01:41:00,-93.9,41.51341,2.0,1002.0,54.0,105.0
5562,0x1000000000006,AIAI Inc.,tank below 5%,2023-12-01 01:42:00,-93.9,41.51341,4.0,1009.0,53.0,103.0
5563,0x1000000000008,New World Corp,device error,2023-12-01 01:43:00,-93.9,41.51341,8.0,1018.0,50.0,103.0
5564,0x1000000000002,New World Corp,device error,2023-12-01 01:44:00,-93.9,41.51341,2.0,1015.0,52.0,106.0
5565,0x1000000000008,New World Corp,tank below 5%,2023-12-01 01:45:00,-93.9,41.51341,5.0,1011.0,51.0,106.0
5566,0x1000000000005,New World Corp,tank below 10%,2023-12-01 01:46:00,-93.9,41.51341,7.0,1001.0,52.0,100.0
5567,0x1000000000006,AIAI Inc.,tank below 5%,2023-12-01 01:47:00,-93.9,41.51341,1.0,1016.0,54.0,100.0
5568,0x1000000000003,AIAI Inc.,device error,2023-12-01 01:48:00,-93.9,41.51341,5.0,1001.0,54.0,102.0
5569,0x1000000000007,Hot Data Ltd,device error,2023-12-01 01:49:00,-93.9,41.51341,4.0,1004.0,55.0,106.0
5570,0x1000000000004,Hot Data Ltd,device error,2023-12-01 01:50:00,-93.9,41.51341,3.0,1007.0,52.0,104.0
5571,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 01:51:00,-93.9,41.51341,8.0,1016.0,53.0,103.0
5572,0x1000000000003,AIAI Inc.,tank below 10%,2023-12-01 01:52:00,-93.9,41.51341,7.0,1000.0,51.0,101.0
5573,0x1000000000003,AIAI Inc.,tank below 10%,2023-12-01 01:53:00,-93.9,41.51341,9.0,1001.0,54.0,105.0
5574,0x1000000000004,Hot Data Ltd,tank below 10%,2023-12-01 01:54:00,-93.9,41.51341,9.0,1011.0,54.0,107.0
5575,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 01:55:00,-93.9,41.51341,5.0,1012.0,54.0,104.0
5576,0x1000000000002,New World Corp,tank below 10%,2023-12-01 01:56:00,-93.9,41.51341,2.0,1013.0,52.0,104.0
5577,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 01:57:00,-93.9,41.51341,2.0,1017.0,52.0,105.0
5578,0x1000000000006,AIAI Inc.,tank below 5%,2023-12-01 01:58:00,-93.9,41.51341,1.0,1003.0,55.0,106.0
5579,0x1000000000007,Hot Data Ltd,tank below 5%,2023-12-01 01:59:00,-93.9,41.51341,2.0,1017.0,53.0,104.0
5580,0x1000000000009,AIAI Inc.,device error,2023-12-01 02:00:00,-93.9,41.51341,5.0,1001.0,54.0,103.0
5581,0x1000000000003,AIAI Inc.,device error,2023-12-01 02:01:00,-93.9,41.51341,5.0,1004.0,51.0,101.0
5582,0x1000000000009,AIAI Inc.,device error,2023-12-01 02:02:00,-93.9,41.51341,7.0,1009.0,51.0,101.0
5583,0x1000000000005,New World Corp,device error,2023-12-01 02:03:00,-93.9,41.51341,3.0,1012.0,50.0,101.0
5584,0x1000000000008,New World Corp,tank below 10%,2023-12-01 02:04:00,-93.9,41.51341,5.0,1010.0,54.0,107.0
5585,0x1000000000009,AIAI Inc.,device error,2023-12-01 02:05:00,-93.9,41.51341,7.0,1005.0,54.0,107.0
5586,0x1000000000006,AIAI Inc.,tank below 5%,2023-12-01 02:06:00,-93.9,41.51341,1.0,1001.0,51.0,101.0
5587,0x1000000000004,Hot Data Ltd,tank below 10%,2023-12-01 02:07:00,-93.9,41.51341,9.0,1012.0,54.0,104.0
5588,0x1000000000008,New World Corp,system malfunction,2023-12-01 02:08:00,-93.9,41.51341,5.0,1019.0,52.0,102.0
5589,0x1000000000000,AIAI Inc.,system malfunction,2023-12-01 02:09:00,-93.9,41.51341,10.0,1008.0,52.0,104.0
5590,0x1000000000002,New World Corp,tank below 5%,2023-12-01 02:10:00,-93.9,41.51341,4.0,1014.0,52.0,100.0
5591,0x1000000000007,Hot Data Ltd,device error,2023-12-01 02:11:00,-93.9,41.51341,9.0,1015.0,52.0,101.0
5592,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 02:12:00,-93.9,41.51341,7.0,1003.0,52.0,106.0
5593,0x1000000000008,New World Corp,tank below 5%,2023-12-01 02:13:00,-93.9,41.51341,3.0,1019.0,54.0,103.0
5594,0x1000000000009,AIAI Inc.,device error,2023-12-01 02:14:00,-93.9,41.51341,5.0,1007.0,51.0,105.0
5595,0x1000000000002,New World Corp,tank below 10%,2023-12-01 02:15:00,-93.9,41.51341,3.0,1008.0,54.0,104.0
5596,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 02:16:00,-93.9,41.51341,2.0,1009.0,53.0,106.0
5597,0x1000000000002,New World Corp,tank below 5%,2023-12-01 02:17:00,-93.9,41.51341,6.0,1016.0,52.0,101.0
5598,0x1000000000006,AIAI Inc.,tank below 5%,2023-12-01 02:18:00,-93.9,41.51341,3.0,1013.0,51.0,101.0
5599,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 02:19:00,-93.9,41.51341,2.0,1006.0,52.0,106.0
5600,0x1000000000009,AIAI Inc.,device error,2023-12-01 02:20:00,-93.9,41.51341,9.0,1007.0,52.0,104.0
5601,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 02:21:00,-93.9,41.51341,2.0,1011.0,50.0,105.0
5602,0x1000000000002,New World Corp,tank below 10%,2023-12-01 02:22:00,-93.9,41.51341,9.0,1007.0,52.0,103.0
5603,0x1000000000003,AIAI Inc.,device error,2023-12-01 02:23:00,-93.9,41.51341,9.0,1008.0,54.0,100.0
5604,0x1000000000004,Hot Data Ltd,device error,2023-12-01 02:24:00,-93.9,41.51341,7.0,1008.0,50.0,106.0
5605,0x1000000000001,Hot Data Ltd,tank below 10%,2023-12-01 02:25:00,-93.9,41.51341,5.0,1004.0,51.0,102.0
5606,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 02:26:00,-93.9,41.51341,7.0,1014.0,52.0,102.0
5607,0x1000000000007,Hot Data Ltd,tank below 5%,2023-12-01 02:27:00,-93.9,41.51341,3.0,1015.0,54.0,100.0
5608,0x1000000000005,New World Corp,tank below 10%,2023-12-01 02:28:00,-93.9,41.51341,7.0,1003.0,54.0,102.0
5609,0x1000000000008,New World Corp,tank below 10%,2023-12-01 02:29:00,-93.9,41.51341,9.0,1008.0,50.0,100.0
5610,0x1000000000000,AIAI Inc.,device error,2023-12-01 02:30:00,-93.9,41.51341,3.0,1005.0,50.0,101.0
5611,0x1000000000003,AIAI Inc.,tank below 5%,2023-12-01 02:31:00,-93.9,41.51341,5.0,1004.0,51.0,103.0
5612,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 02:32:00,-93.9,41.51341,6.0,1019.0,53.0,104.0
5613,0x1000000000008,New World Corp,tank below 5%,2023-12-01 02:33:00,-93.9,41.51341,2.0,1003.0,53.0,105.0
5614,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 02:34:00,-93.9,41.51341,5.0,1016.0,50.0,104.0
5615,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 02:35:00,-93.9,41.51341,9.0,1002.0,53.0,107.0
5616,0x1000000000003,AIAI Inc.,device error,2023-12-01 02:36:00,-93.9,41.51341,1.0,1004.0,54.0,105.0
5617,0x1000000000002,New World Corp,tank below 10%,2023-12-01 02:37:00,-93.9,41.51341,10.0,1010.0,53.0,105.0
5618,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 02:38:00,-93.9,41.51341,10.0,1001.0,50.0,106.0
5619,0x1000000000008,New World Corp,tank below 5%,2023-12-01 02:39:00,-93.9,41.51341,1.0,1011.0,51.0,104.0
5620,0x1000000000005,New World Corp,system malfunction,2023-12-01 02:40:00,-93.9,41.51341,5.0,1009.0,55.0,106.0
5621,0x1000000000006,AIAI Inc.,tank below 5%,2023-12-01 02:41:00,-93.9,41.51341,2.0,1004.0,52.0,106.0
5622,0x1000000000000,AIAI Inc.,device error,2023-12-01 02:42:00,-93.9,41.51341,5.0,1009.0,54.0,101.0
5623,0x1000000000008,New World Corp,tank below 10%,2023-12-01 02:43:00,-93.9,41.51341,1.0,1003.0,55.0,101.0
5624,0x1000000000007,Hot Data Ltd,device error,2023-12-01 02:44:00,-93.9,41.51341,5.0,1007.0,54.0,105.0
5625,0x1000000000001,Hot Data Ltd,device error,2023-12-01 02:45:00,-93.9,41.51341,6.0,1003.0,52.0,105.0
5626,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 02:46:00,-93.9,41.51341,5.0,1013.0,50.0,101.0
5627,0x1000000000008,New World Corp,device error,2023-12-01 02:47:00,-93.9,41.51341,10.0,1015.0,51.0,105.0
5628,0x1000000000007,Hot Data Ltd,tank below 5%,2023-12-01 02:48:00,-93.9,41.51341,7.0,1019.0,52.0,103.0
5629,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 02:49:00,-93.9,41.51341,5.0,1017.0,54.0,104.0
5630,0x1000000000006,AIAI Inc.,device error,2023-12-01 02:50:00,-93.9,41.51341,9.0,1011.0,55.0,103.0
5631,0x1000000000006,AIAI Inc.,tank below 5%,2023-12-01 02:51:00,-93.9,41.51341,2.0,1003.0,51.0,106.0
5632,0x1000000000008,New World Corp,tank below 5%,2023-12-01 02:52:00,-93.9,41.51341,8.0,1019.0,53.0,100.0
5633,0x1000000000008,New World Corp,tank below 5%,2023-12-01 02:53:00,-93.9,41.51341,10.0,1006.0,54.0,102.0
5634,0x1000000000007,Hot Data Ltd,tank below 10%,2023-12-01 02:54:00,-93.9,41.51341,9.0,1017.0,51.0,102.0
5635,0x1000000000004,Hot Data Ltd,device error,2023-12-01 02:55:00,-93.9,41.51341,3.0,1008.0,50.0,104.0
5636,0x1000000000007,Hot Data Ltd,tank below 10%,2023-12-01 02:56:00,-93.9,41.51341,5.0,1013.0,52.0,103.0
5637,0x1000000000002,New World Corp,tank below 10%,2023-12-01 02:57:00,-93.9,41.51341,10.0,1003.0,53.0,104.0
5638,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 02:58:00,-93.9,41.51341,4.0,1002.0,53.0,101.0
5639,0x1000000000000,AIAI Inc.,system malfunction,2023-12-01 02:59:00,-93.9,41.51341,1.0,1020.0,54.0,102.0
5640,0x1000000000001,Hot Data Ltd,device error,2023-12-01 03:00:00,-93.9,41.51341,5.0,1004.0,51.0,105.0
5641,0x1000000000005,New World Corp,tank below 5%,2023-12-01 03:01:00,-93.9,41.51341,6.0,1019.0,53.0,104.0
5642,0x1000000000008,New World Corp,tank below 5%,2023-12-01 03:02:00,-93.9,41.51341,5.0,1016.0,51.0,101.0
5643,0x1000000000008,New World Corp,system malfunction,2023-12-01 03:03:00,-93.9,41.51341,7.0,1007.0,52.0,102.0
5644,0x1000000000002,New World Corp,tank below 5%,2023-12-01 03:04:00,-93.9,41.51341,3.0,1015.0,54.0,105.0
5645,0x1000000000007,Hot Data Ltd,device error,2023-12-01 03:05:00,-93.9,41.51341,2.0,1000.0,55.0,104.0
5646,0x1000000000006,AIAI Inc.,device error,2023-12-01 03:06:00,-93.9,41.51341,8.0,1011.0,51.0,107.0
5647,0x1000000000009,AIAI Inc.,device error,2023-12-01 03:07:00,-93.9,41.51341,4.0,1009.0,55.0,102.0
5648,0x1000000000008,New World Corp,device error,2023-12-01 03:08:00,-93.9,41.51341,6.0,1013.0,54.0,105.0
5649,0x1000000000004,Hot Data Ltd,device error,2023-12-01 03:09:00,-93.9,41.51341,2.0,1017.0,53.0,101.0
5650,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 03:10:00,-93.9,41.51341,4.0,1006.0,51.0,102.0
5651,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 03:11:00,-93.9,41.51341,8.0,1011.0,52.0,102.0
5652,0x1000000000009,AIAI Inc.,tank below 10%,2023-12-01 03:12:00,-93.9,41.51341,10.0,1020.0,53.0,101.0
5653,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 03:13:00,-93.9,41.51341,10.0,1020.0,52.0,100.0
5654,0x1000000000002,New World Corp,tank below 5%,2023-12-01 03:14:00,-93.9,41.51341,3.0,1010.0,51.0,100.0
5655,0x1000000000005,New World Corp,device error,2023-12-01 03:15:00,-93.9,41.51341,6.0,1014.0,54.0,105.0
5656,0x1000000000006,AIAI Inc.,system malfunction,2023-12-01 03:16:00,-93.9,41.51341,4.0,1019.0,52.0,103.0
5657,0x1000000000008,New World Corp,tank below 10%,2023-12-01 03:17:00,-93.9,41.51341,9.0,1010.0,50.0,102.0
5658,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 03:18:00,-93.9,41.51341,5.0,1017.0,51.0,102.0
5659,0x1000000000008,New World Corp,device error,2023-12-01 03:19:00,-93.9,41.51341,7.0,1017.0,53.0,105.0
5660,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 03:20:00,-93.9,41.51341,2.0,1016.0,53.0,105.0
5661,0x1000000000000,AIAI Inc.,tank below 10%,2023-12-01 03:21:00,-93.9,41.51341,3.0,1004.0,50.0,104.0
5662,0x1000000000002,New World Corp,device error,2023-12-01 03:22:00,-93.9,41.51341,3.0,1017.0,55.0,104.0
5663,0x1000000000004,Hot Data Ltd,tank below 10%,2023-12-01 03:23:00,-93.9,41.51341,8.0,1009.0,54.0,104.0
5664,0x1000000000000,AIAI Inc.,tank below 10%,2023-12-01 03:24:00,-93.9,41.51341,10.0,1018.0,53.0,101.0
5665,0x1000000000006,AIAI Inc.,device error,2023-12-01 03:25:00,-93.9,41.51341,3.0,1015.0,52.0,103.0
5666,0x1000000000006,AIAI Inc.,tank below 10%,2023-12-01 03:26:00,-93.9,41.51341,5.0,1015.0,51.0,104.0
5667,0x1000000000007,Hot Data Ltd,device error,2023-12-01 03:27:00,-93.9,41.51341,4.0,1008.0,51.0,106.0
5668,0x1000000000001,Hot Data Ltd,device error,2023-12-01 03:28:00,-93.9,41.51341,6.0,1012.0,51.0,101.0
5669,0x1000000000002,New World Corp,device error,2023-12-01 03:29:00,-93.9,41.51341,9.0,1009.0,51.0,106.0
5670,0x1000000000003,AIAI Inc.,device error,2023-12-01 03:30:00,-93.9,41.51341,3.0,1004.0,52.0,104.0
5671,0x1000000000004,Hot Data Ltd,device error,2023-12-01 03:31:00,-93.9,41.51341,10.0,1001.0,53.0,104.0
5672,0x1000000000009,AIAI Inc.,device error,2023-12-01 03:32:00,-93.9,41.51341,4.0,1017.0,54.0,103.0
5673,0x1000000000003,AIAI Inc.,device error,2023-12-01 03:33:00,-93.9,41.51341,7.0,1006.0,51.0,105.0
5674,0x1000000000008,New World Corp,device error,2023-12-01 03:34:00,-93.9,41.51341,9.0,1020.0,50.0,104.0
5675,0x1000000000000,AIAI Inc.,system malfunction,2023-12-01 03:35:00,-93.9,41.51341,8.0,1010.0,53.0,102.0
5676,0x1000000000008,New World Corp,device error,2023-12-01 03:36:00,-93.9,41.51341,1.0,1008.0,51.0,105.0
5677,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 03:37:00,-93.9,41.51341,4.0,1001.0,53.0,106.0
5678,0x1000000000009,AIAI Inc.,tank below 10%,2023-12-01 03:38:00,-93.9,41.51341,4.0,1007.0,54.0,102.0
5679,0x1000000000009,AIAI Inc.,system malfunction,2023-12-01 03:39:00,-93.9,41.51341,4.0,1005.0,52.0,102.0
5680,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 03:40:00,-93.9,41.51341,6.0,1018.0,51.0,101.0
5681,0x1000000000008,New World Corp,system malfunction,2023-12-01 03:41:00,-93.9,41.51341,9.0,1017.0,52.0,107.0
5682,0x1000000000002,New World Corp,tank below 5%,2023-12-01 03:42:00,-93.9,41.51341,2.0,1003.0,55.0,100.0
5683,0x1000000000005,New World Corp,device error,2023-12-01 03:43:00,-93.9,41.51341,7.0,1003.0,53.0,102.0
5684,0x1000000000005,New World Corp,tank below 5%,2023-12-01 03:44:00,-93.9,41.51341,6.0,1010.0,52.0,105.0
5685,0x1000000000003,AIAI Inc.,device error,2023-12-01 03:45:00,-93.9,41.51341,10.0,1005.0,50.0,101.0
5686,0x1000000000005,New World Corp,tank below 5%,2023-12-01 03:46:00,-93.9,41.51341,9.0,1008.0,55.0,104.0
5687,0x1000000000008,New World Corp,system malfunction,2023-12-01 03:47:00,-93.9,41.51341,3.0,1011.0,54.0,102.0
5688,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 03:48:00,-93.9,41.51341,3.0,1009.0,54.0,100.0
5689,0x1000000000004,Hot Data Ltd,device error,2023-12-01 03:49:00,-93.9,41.51341,8.0,1009.0,53.0,105.0
5690,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 03:50:00,-93.9,41.51341,6.0,1008.0,53.0,105.0
5691,0x1000000000005,New World Corp,device error,2023-12-01 03:51:00,-93.9,41.51341,6.0,1011.0,51.0,105.0
5692,0x1000000000005,New World Corp,system malfunction,2023-12-01 03:52:00,-93.9,41.51341,4.0,1018.0,54.0,100.0
